ipv,ips,iaa,ieg,no_av,ida,defasagem,media
8.045,5.0,8.3,8.3,4.0,7.3,1,5.9921428571428565
9.545,2.52,0.0,9.9,4.0,7.5,1,4.923571428571429
9.3775,2.52,7.1,9.7,4.0,7.9,0,5.799642857142857
7.4175,6.26,10.0,7.9,4.0,4.3,1,5.839642857142857
8.8325,2.52,0.0,8.8,4.0,7.3,0,4.493214285714286
9.5875,2.52,0.0,10.0,4.0,8.1,1,5.029642857142858
8.9175,4.39,8.8,9.9,4.0,6.8,0,6.1153571428571425
7.0425,5.63,9.6,8.4,4.0,4.5,1,5.738928571428572
7.6275,5.0,0.0,8.4,4.0,7.0,1,4.718214285714287
8.3775,5.0,7.5,9.1,4.0,7.5,0,5.925357142857143
6.05,5.0,0.0,3.7,4.0,3.8,1,3.3642857142857143
7.3825,6.89,8.8,9.8,4.0,5.5,1,6.196071428571429
7.465,2.52,7.5,7.9,4.0,4.6,1,4.997857142857143
6.715,2.52,8.8,6.9,4.0,5.3,0,4.890714285714286
9.005,2.52,8.8,8.8,4.0,7.7,1,5.9750000000000005
8.7975,2.52,9.6,9.0,4.0,7.4,0,5.902499999999999
7.75,2.52,9.2,8.7,4.0,3.9,0,5.152857142857143
7.045,5.0,0.0,9.2,4.0,4.2,0,4.206428571428571
6.465,7.52,9.2,5.4,4.0,5.2,0,5.397857142857143
7.3375,5.0,0.0,7.5,4.0,4.7,1,4.219642857142857
6.26,5.0,7.5,7.2,4.0,3.7,0,4.808571428571428
7.6675,2.52,7.9,8.7,4.0,5.8,1,5.369642857142857
7.2125,5.0,7.9,5.6,4.0,5.1,1,5.116071428571429
7.13,5.0,0.0,7.8,4.0,4.1,0,4.0042857142857144
7.5025,5.0,5.4,6.8,4.0,4.9,0,4.800357142857144
7.71,2.52,7.9,7.7,4.0,4.5,1,5.047142857142857
9.1275,2.52,9.2,9.0,4.0,6.6,0,5.778214285714285
7.7125,2.52,0.0,9.3,4.0,5.9,1,4.347499999999999
8.005,2.52,0.0,9.6,4.0,6.1,0,4.317857142857143
8.96,7.52,10.0,9.5,4.0,5.7,0,6.525714285714287
7.71,6.26,7.9,8.1,4.0,4.9,1,5.695714285714286
8.295,5.63,7.5,9.5,4.0,7.5,0,6.060714285714285
8.96,7.52,9.2,9.9,4.0,5.5,0,6.4399999999999995
8.7525,7.52,8.3,9.9,4.0,5.5,1,6.4246428571428575
8.3775,5.63,0.0,9.8,4.0,5.6,0,4.7725
9.21,7.52,8.8,8.6,4.0,7.1,0,6.461428571428572
7.46,6.26,0.0,7.9,4.0,4.0,1,4.374285714285714
9.2125,6.27,8.8,10.0,4.0,8.9,0,6.7403571428571425
8.7125,7.52,6.7,9.5,4.0,6.5,0,6.133214285714287
6.585,2.52,6.3,8.5,4.0,5.5,0,4.772142857142858
7.13,2.52,8.3,4.6,4.0,4.7,1,4.607142857142857
7.6675,5.0,8.8,9.0,4.0,6.1,0,5.795357142857143
5.375,2.52,0.0,4.8,4.0,3.9,1,3.085
8.88,5.0,9.6,9.2,4.0,7.2,0,6.268571428571429
8.42,2.52,8.3,9.4,4.0,6.2,0,5.548571428571429
8.0025,2.52,0.0,8.3,4.0,5.4,1,4.174642857142857
7.8775,2.52,7.9,8.1,4.0,6.3,1,5.385357142857143
8.045,2.52,6.7,8.3,4.0,5.3,0,4.980714285714286
7.835,2.52,9.6,8.0,4.0,5.3,1,5.464999999999999
7.5475,5.0,6.7,7.6,4.0,4.7,1,5.221071428571428
8.09,5.0,8.3,9.2,4.0,7.1,0,5.955714285714286
6.6675,5.63,8.8,8.6,4.0,5.7,1,5.771071428571429
7.4625,5.0,6.3,8.8,4.0,6.0,1,5.508928571428571
7.5075,5.0,7.9,9.1,4.0,7.3,0,5.829642857142857
6.8375,5.0,0.0,9.4,4.0,5.7,1,4.5625
6.6275,2.52,7.1,7.4,4.0,4.4,1,4.721071428571428
7.835,5.0,9.2,7.7,4.0,5.8,1,5.7907142857142855
8.2975,5.0,8.3,8.6,4.0,7.5,0,5.956785714285714
7.5475,5.0,6.7,7.3,4.0,5.7,1,5.321071428571429
8.3375,2.52,8.3,9.6,4.0,6.5,0,5.608214285714285
8.0875,5.0,7.5,8.7,4.0,6.0,0,5.612499999999999
7.9225,5.0,6.7,8.1,4.0,7.4,1,5.731785714285714
7.215,5.0,8.8,7.1,4.0,4.2,1,5.330714285714286
8.045,5.0,0.0,8.2,4.0,7.5,0,4.6778571428571425
8.2975,2.52,10.0,9.8,4.0,6.4,0,5.859642857142857
7.215,5.0,6.7,8.4,4.0,7.3,1,5.659285714285714
5.59,2.52,5.8,7.3,4.0,2.9,1,4.158571428571428
7.9625,6.26,8.3,9.4,4.0,6.7,1,6.2317857142857145
8.6725,6.26,8.8,7.8,4.0,6.4,0,5.9903571428571425
7.255,3.14,0.0,6.0,4.0,5.6,1,3.856428571428571
8.2125,5.0,6.2,9.5,4.0,7.9,1,5.973214285714286
8.0875,5.0,6.7,9.1,4.0,6.2,1,5.7267857142857155
7.545,5.0,9.2,9.2,4.0,4.3,1,5.749285714285713
7.5875,5.0,0.0,8.5,4.0,7.0,0,4.583928571428571
6.8725,5.0,0.0,6.4,4.0,4.0,0,3.753214285714286
8.1725,7.52,0.0,7.8,4.0,7.9,1,5.198928571428572
7.8425,6.27,8.8,8.9,4.0,5.7,1,6.073214285714286
8.7575,3.77,9.2,9.6,4.0,7.8,0,6.161071428571428
6.8,5.0,8.3,7.8,4.0,2.2,1,5.014285714285714
7.715,2.52,7.5,8.7,4.0,6.5,0,5.276428571428572
6.505,2.52,7.5,7.9,4.0,5.3,1,4.9607142857142845
5.6275,2.52,0.0,7.7,4.0,2.6,1,3.3496428571428574
6.88,2.52,7.1,6.3,4.0,6.0,1,4.828571428571428
6.0,2.52,0.0,5.2,4.0,4.4,0,3.1599999999999997
6.67,7.52,7.1,7.6,4.0,3.3,1,5.312857142857142
8.1725,7.52,10.0,9.6,4.0,7.7,0,6.713214285714286
7.8375,5.0,8.8,9.9,4.0,7.9,1,6.348214285714286
6.4225,6.89,0.0,9.6,4.0,4.7,0,4.516071428571428
7.8775,2.52,9.2,10.0,4.0,7.2,1,5.971071428571428
6.5875,5.0,7.9,8.1,4.0,4.4,1,5.283928571428571
7.795,2.52,7.5,9.6,4.0,7.2,1,5.659285714285715
7.2125,2.52,9.6,8.8,4.0,6.3,0,5.4903571428571425
6.255,5.0,0.0,7.3,4.0,4.3,1,3.9792857142857145
6.755,5.0,7.5,7.2,4.0,5.2,1,5.236428571428571
7.46,2.52,8.8,8.3,4.0,5.0,1,5.297142857142857
7.2125,5.0,7.5,8.7,4.0,6.1,1,5.644642857142856
7.085,6.26,9.2,9.2,4.0,5.0,1,5.963571428571428
7.8775,6.26,9.2,8.5,4.0,8.1,1,6.419642857142857
7.4625,6.26,7.5,8.9,4.0,8.1,0,6.031785714285715
7.085,2.52,8.8,9.2,4.0,4.8,1,5.343571428571429
7.71,2.52,9.2,7.4,4.0,6.4,0,5.3185714285714285
7.7125,2.52,8.8,8.3,4.0,5.6,1,5.418928571428571
8.63,2.52,7.1,9.9,4.0,6.8,0,5.564285714285714
7.63,5.0,8.8,9.0,4.0,5.5,0,5.704285714285715
6.2525,2.52,8.8,8.8,4.0,6.2,0,5.224642857142858
7.7125,5.0,7.5,9.4,4.0,7.4,1,6.001785714285714
7.545,2.52,7.1,9.0,4.0,6.0,0,5.166428571428571
7.795,2.52,0.0,7.3,4.0,5.8,0,3.9164285714285714
6.9625,2.52,0.0,8.2,4.0,5.8,1,4.068928571428571
8.09,5.0,9.6,9.4,4.0,4.7,1,5.97
7.795,2.52,6.7,9.2,4.0,7.3,0,5.359285714285714
7.7125,5.0,7.1,9.1,4.0,6.2,1,5.730357142857144
7.715,5.0,8.3,8.9,4.0,4.2,1,5.5878571428571435
7.715,2.52,0.0,8.4,4.0,6.0,1,4.2335714285714285
7.755,7.52,7.5,8.2,4.0,5.9,1,5.982142857142856
7.6725,6.89,9.6,9.8,4.0,7.4,0,6.480357142857144
7.7125,6.26,6.7,9.8,4.0,6.6,1,6.010357142857143
7.5875,5.63,9.2,9.1,4.0,7.7,1,6.3167857142857144
7.5875,5.63,7.9,6.7,4.0,5.0,1,5.402499999999999
7.545,3.14,7.9,8.1,4.0,7.1,1,5.540714285714286
7.17,5.01,0.0,8.5,4.0,6.9,1,4.654285714285714
7.1725,5.0,7.1,5.6,4.0,4.1,0,4.710357142857143
8.1725,6.26,7.1,9.6,4.0,7.9,0,6.1475
7.8,5.0,9.6,9.5,4.0,7.8,0,6.242857142857142
7.755,5.63,0.0,8.0,4.0,7.2,1,4.797857142857143
8.3825,6.26,0.0,9.7,4.0,8.1,0,5.206071428571429
8.4225,5.63,7.5,9.6,4.0,7.2,1,6.193214285714285
7.795,5.63,9.6,9.0,4.0,7.9,1,6.417857142857143
8.0025,6.26,0.0,7.7,4.0,6.7,1,4.808928571428572
7.59,5.0,5.8,6.2,4.0,7.6,1,5.312857142857142
7.4625,6.26,8.3,7.0,4.0,6.2,0,5.603214285714286
8.9675,6.89,6.7,9.0,4.0,8.7,1,6.465357142857142
7.9625,6.89,7.5,9.2,4.0,6.7,1,6.178928571428571
7.6275,6.26,6.7,8.4,4.0,7.7,0,5.8125
8.59,7.52,8.3,9.9,4.0,8.3,1,6.801428571428572
7.465,6.89,8.3,8.4,4.0,6.3,1,6.050714285714285
7.4675,6.89,10.0,7.4,4.0,7.4,1,6.3082142857142856
7.38,5.63,0.0,7.9,4.0,5.9,1,4.5442857142857145
7.045,5.63,9.6,9.4,4.0,6.7,1,6.196428571428571
7.84,7.52,9.6,8.9,4.0,6.4,1,6.465714285714285
7.1325,5.0,7.5,9.2,4.0,5.3,1,5.590357142857142
7.38,5.63,8.8,6.5,4.0,6.3,0,5.515714285714286
7.63,5.0,0.0,9.0,4.0,6.8,1,4.775714285714286
7.6725,2.52,0.0,8.8,4.0,6.0,1,4.284642857142857
7.4225,5.63,7.9,8.3,4.0,4.5,1,5.536071428571428
8.385,5.63,7.5,10.0,4.0,9.3,0,6.402142857142857
7.465,5.0,8.3,8.1,4.0,5.1,1,5.566428571428572
8.09,6.26,9.2,9.1,4.0,8.7,1,6.621428571428571
8.8825,6.89,6.7,7.7,4.0,6.9,0,5.8675
6.005,5.63,7.1,10.0,4.0,6.8,1,5.7907142857142855
6.8775,3.77,0.0,8.2,4.0,7.9,0,4.3925
8.1725,5.63,7.9,9.4,4.0,7.8,1,6.271785714285714
8.215,6.89,0.0,9.8,4.0,7.5,0,5.200714285714286
7.2925,5.0,8.8,9.3,4.0,9.0,0,6.198928571428572
8.8825,7.52,9.6,9.7,4.0,7.7,0,6.7717857142857145
7.6325,5.0,8.3,9.4,4.0,8.0,1,6.190357142857144
8.7575,7.52,9.6,9.1,4.0,7.8,0,6.682499999999999
5.4,6.3,10.0,8.7,3.0,8.0,0,5.914285714285714
7.1,3.8,10.0,9.3,3.0,8.0,0,5.885714285714286
7.0,3.8,10.0,9.1,3.0,8.0,0,5.8428571428571425
7.2,3.8,8.0,9.8,3.0,7.0,1,5.685714285714285
4.2,3.8,9.0,4.2,3.0,7.5,1,4.671428571428572
7.8,6.3,10.0,10.0,3.0,8.3,1,6.628571428571429
9.7,7.5,9.5,10.0,3.0,10.0,1,7.242857142857143
6.3,7.5,9.0,8.6,3.0,7.5,1,6.128571428571428
8.3,6.3,10.0,9.5,3.0,8.5,1,6.6571428571428575
7.8,6.3,7.9,9.5,3.0,9.3,1,6.3999999999999995
8.1,6.3,9.5,9.5,3.0,9.5,1,6.7
8.2,6.3,10.0,8.8,3.0,8.8,1,6.5857142857142845
7.9,6.3,9.5,8.1,3.0,9.3,1,6.442857142857142
8.3,6.3,8.5,9.3,3.0,9.8,1,6.6000000000000005
7.5,7.5,9.0,7.4,3.0,8.5,1,6.271428571428571
8.3,7.5,10.0,9.2,3.0,9.0,1,6.857142857142857
8.0,6.3,10.0,9.0,3.0,8.8,1,6.5857142857142845
7.9,2.5,9.0,9.3,3.0,10.0,0,5.957142857142857
8.4,2.5,9.5,9.5,3.0,9.8,1,6.242857142857143
8.9,2.5,10.0,8.8,3.0,8.0,0,5.885714285714286
4.6,2.5,8.0,5.1,3.0,7.0,0,4.314285714285714
8.2,2.5,10.0,9.3,3.0,7.8,1,5.971428571428571
7.3,2.5,9.0,8.0,3.0,10.0,0,5.685714285714285
6.2,7.5,7.0,9.4,3.0,7.8,1,5.985714285714286
8.3,7.5,10.0,10.0,3.0,8.8,1,6.942857142857142
7.9,7.5,9.5,9.5,3.0,8.3,1,6.671428571428572
8.3,7.5,8.5,10.0,3.0,8.5,1,6.685714285714285
7.9,7.5,7.5,4.8,3.0,8.3,1,5.714285714285714
8.3,7.5,8.0,9.5,3.0,8.5,1,6.542857142857143
8.3,6.9,9.0,10.0,3.0,8.5,1,6.671428571428572
7.6,7.5,9.5,10.0,3.0,7.8,1,6.628571428571428
6.6,2.5,8.0,6.9,3.0,7.5,1,5.071428571428571
4.7,2.5,9.0,5.7,3.0,7.8,1,4.814285714285714
8.3,2.5,10.0,9.5,3.0,7.5,0,5.828571428571428
8.3,2.5,9.0,8.4,3.0,6.5,1,5.528571428571429
4.3,2.5,8.5,3.2,3.0,5.5,1,4.0
6.8,2.5,9.5,9.8,3.0,9.3,1,5.985714285714287
7.0,2.5,8.5,7.9,3.0,5.3,1,5.028571428571428
7.2,2.5,9.5,8.4,3.0,6.5,1,5.442857142857143
8.3,8.1,9.5,10.0,3.0,8.8,1,6.957142857142857
7.4,7.5,9.5,6.6,3.0,6.8,0,5.828571428571428
7.1,7.5,8.5,7.6,3.0,6.5,1,5.885714285714286
8.7,7.5,9.5,8.8,3.0,6.0,1,6.357142857142857
8.6,2.5,8.5,8.8,3.0,9.0,1,5.9142857142857155
6.0,2.5,9.5,2.9,3.0,7.0,1,4.557142857142857
5.0,2.5,10.0,5.4,3.0,4.0,0,4.271428571428571
9.2,2.5,10.0,10.0,3.0,10.0,0,6.385714285714286
6.5,8.1,9.0,8.0,3.0,6.0,1,5.942857142857143
8.1,2.5,8.5,8.7,3.0,4.8,1,5.228571428571429
7.9,8.1,9.0,10.0,3.0,9.8,1,6.971428571428571
7.2,2.5,9.0,9.8,3.0,9.3,1,5.971428571428571
6.8,7.5,7.5,7.7,3.0,7.3,1,5.828571428571428
6.9,7.5,9.0,9.5,3.0,7.3,1,6.314285714285714
6.2,2.5,7.9,8.7,3.0,2.8,1,4.585714285714286
8.2,7.5,9.5,7.7,3.0,8.3,1,6.457142857142857
5.4,6.3,10.0,5.8,3.0,5.5,0,5.142857142857143
5.9,7.5,10.0,7.4,3.0,6.0,1,5.828571428571428
8.2,7.5,9.0,9.2,3.0,7.5,0,6.3428571428571425
8.2,2.5,8.5,9.4,3.0,10.0,0,5.942857142857143
8.4,2.5,9.0,9.2,3.0,0.0,0,4.5857142857142845
8.3,7.5,10.0,8.3,3.0,6.5,1,6.371428571428572
8.4,7.5,9.5,8.1,3.0,6.3,0,6.114285714285714
7.4,7.5,7.4,8.5,3.0,9.0,0,6.114285714285714
8.5,7.5,6.8,8.3,3.0,9.0,0,6.1571428571428575
7.5,7.5,8.5,8.7,2.0,6.0,1,5.885714285714286
7.5,7.5,9.0,8.2,2.0,7.8,1,6.142857142857143
7.5,7.5,7.5,7.1,2.0,10.0,1,6.085714285714286
6.7,2.5,7.0,2.8,2.0,6.0,1,4.0
6.8,7.5,8.5,8.1,2.0,4.8,1,5.528571428571428
6.2,2.5,8.5,7.3,2.0,2.8,1,4.328571428571428
7.4,7.5,7.0,4.6,2.0,7.0,1,5.214285714285714
7.3,7.5,8.0,7.0,2.0,4.8,1,5.371428571428572
7.5,7.5,7.0,6.5,2.0,7.0,1,5.5
6.5,6.3,7.0,4.7,2.0,5.3,1,4.685714285714285
7.3,7.5,8.5,7.7,2.0,5.0,1,5.571428571428571
7.5,7.5,8.0,8.7,2.0,8.3,1,6.142857142857143
7.5,7.5,9.5,9.3,2.0,7.5,1,6.328571428571428
7.5,7.5,8.5,8.4,2.0,5.0,1,5.7
7.5,7.5,8.5,5.8,2.0,8.5,1,5.828571428571428
7.5,2.5,9.0,6.8,2.0,8.3,1,5.3
7.0,7.5,9.0,7.8,2.0,3.0,1,5.328571428571428
7.5,7.5,9.0,8.9,2.0,8.8,1,6.385714285714286
7.5,7.5,9.0,9.2,2.0,8.3,1,6.357142857142857
7.5,7.5,10.0,8.2,2.0,8.3,1,6.357142857142857
7.5,2.5,8.0,8.4,2.0,6.0,1,5.057142857142857
5.9,6.9,9.0,8.9,2.0,8.8,0,5.928571428571429
8.2,7.5,9.5,9.0,2.0,7.5,0,6.242857142857143
6.7,7.5,10.0,9.1,2.0,7.0,1,6.185714285714285
8.0,7.5,10.0,10.0,2.0,8.5,1,6.714285714285714
6.8,2.5,7.9,8.6,2.0,8.5,1,5.328571428571429
7.9,7.5,9.0,9.5,2.0,10.0,0,6.557142857142857
7.2,7.5,9.0,9.3,2.0,4.5,0,5.642857142857143
7.3,7.5,9.0,9.3,2.0,7.5,0,6.085714285714286
7.8,7.5,8.5,8.2,2.0,10.0,1,6.428571428571429
6.7,7.5,9.5,10.0,2.0,6.5,0,6.028571428571429
7.9,7.5,10.0,9.3,2.0,9.5,0,6.6000000000000005
7.2,7.5,9.0,7.3,2.0,7.3,0,5.757142857142857
7.8,7.5,9.0,7.3,2.0,9.0,1,6.228571428571429
7.7,7.5,8.5,9.4,2.0,8.3,1,6.342857142857143
4.8,5.6,8.5,6.3,2.0,6.3,1,4.928571428571429
7.8,6.3,7.5,10.0,2.0,9.3,1,6.271428571428572
7.8,7.5,9.5,9.8,2.0,8.5,1,6.585714285714286
7.8,5.6,10.0,10.0,2.0,9.0,1,6.485714285714286
7.7,5.0,8.0,9.3,2.0,8.8,1,5.971428571428571
7.2,7.5,10.0,8.8,2.0,5.5,1,6.0
7.7,7.5,9.0,9.8,2.0,8.8,1,6.542857142857143
6.6,2.5,10.0,8.8,2.0,5.0,1,5.128571428571429
7.7,7.5,9.5,9.5,2.0,7.8,1,6.428571428571429
7.8,2.5,9.5,6.2,2.0,9.5,1,5.5
5.7,7.5,8.0,4.7,2.0,6.0,1,4.985714285714286
5.3,7.5,8.0,8.7,2.0,3.0,1,5.071428571428571
5.3,6.9,8.5,10.0,2.0,8.8,1,6.071428571428571
7.0,7.5,9.5,8.4,2.0,10.0,0,6.3428571428571425
6.0,7.5,10.0,9.2,2.0,10.0,1,6.528571428571429
4.6,7.5,9.0,7.6,2.0,4.5,1,5.171428571428572
5.6,7.5,9.5,9.8,2.0,9.0,1,6.342857142857143
8.5,7.5,8.0,10.0,2.0,9.8,0,6.542857142857143
9.4,7.5,8.5,10.0,2.0,10.0,0,6.771428571428571
6.8,2.5,9.0,9.5,2.0,8.8,1,5.6571428571428575
7.8,2.5,9.5,8.8,2.0,4.5,1,5.1571428571428575
6.8,7.5,8.5,9.5,2.0,6.3,1,5.942857142857142
6.1,3.1,8.5,6.6,2.0,6.5,1,4.828571428571428
6.7,7.5,9.5,8.1,2.0,5.5,0,5.614285714285714
6.2,2.5,8.5,8.8,2.0,5.0,1,4.857142857142857
6.5,7.5,9.0,8.8,2.0,6.5,1,5.8999999999999995
8.0,7.5,9.5,9.0,2.0,7.0,1,6.285714285714286
7.3,2.5,10.0,9.0,2.0,4.0,1,5.114285714285714
8.3,7.5,9.0,7.8,2.0,9.3,1,6.4142857142857155
6.4,2.5,10.0,6.4,2.0,3.8,1,4.5857142857142845
7.7,8.1,9.5,9.7,2.0,8.8,1,6.685714285714285
7.6,7.5,9.0,9.5,2.0,6.8,1,6.2
7.5,7.5,8.5,9.7,2.0,8.0,1,6.314285714285715
7.3,7.5,9.0,9.8,2.0,7.3,1,6.271428571428571
7.8,7.5,7.5,8.6,2.0,9.0,1,6.2
7.8,7.5,9.5,10.0,2.0,8.5,1,6.614285714285714
7.9,7.5,8.0,8.4,2.0,8.5,1,6.185714285714285
7.8,9.4,10.0,10.0,2.0,7.5,1,6.814285714285715
7.8,8.8,8.5,10.0,2.0,8.5,1,6.6571428571428575
7.7,8.1,9.0,9.2,2.0,8.8,1,6.542857142857143
7.5,7.5,10.0,9.7,2.0,9.5,1,6.742857142857143
7.7,8.1,10.0,9.5,2.0,8.5,1,6.685714285714285
6.1,7.5,8.0,9.5,2.0,3.0,1,5.3
7.3,7.5,9.5,8.4,2.0,6.0,1,5.957142857142857
7.3,7.5,9.5,9.5,2.0,8.3,1,6.442857142857142
7.2,7.5,10.0,6.5,2.0,7.0,1,5.885714285714286
6.1,7.5,7.4,7.9,2.0,6.8,1,5.528571428571428
7.2,7.5,9.5,8.4,2.0,6.8,1,6.057142857142857
6.8,7.5,9.0,6.5,2.0,2.3,1,5.014285714285714
6.6,7.5,10.0,9.3,2.0,3.8,1,5.742857142857143
7.1,7.5,9.0,9.4,2.0,5.5,0,5.785714285714286
7.3,7.5,9.5,8.6,2.0,9.0,1,6.414285714285714
7.3,7.5,8.0,7.5,2.0,6.8,1,5.728571428571428
7.3,7.5,9.0,7.9,2.0,7.3,1,6.0
6.2,5.0,9.2,7.4,2.0,4.0,0,4.828571428571428
6.2,5.6,8.5,9.0,2.0,6.0,0,5.328571428571428
6.4,7.5,8.5,7.0,2.0,5.0,0,5.2
8.0,5.6,9.5,9.4,2.0,10.0,0,6.357142857142857
7.3,5.0,8.5,7.7,2.0,8.0,1,5.642857142857143
6.9,5.6,10.0,6.9,2.0,8.5,0,5.7
7.6,6.3,10.0,7.3,2.0,7.0,1,5.885714285714286
7.0,5.6,7.4,10.0,2.0,6.5,0,5.5
7.0,6.3,9.0,7.0,2.0,6.0,1,5.471428571428571
7.0,7.5,8.0,8.4,2.0,8.8,1,6.1000000000000005
7.0,6.3,9.0,9.8,2.0,6.5,1,5.942857142857143
7.0,7.5,9.0,6.6,2.0,6.5,1,5.6571428571428575
7.5,7.5,9.5,9.3,2.0,6.5,1,6.185714285714285
7.5,7.5,10.0,8.4,2.0,8.8,0,6.314285714285715
7.5,7.5,7.0,10.0,2.0,9.5,0,6.214285714285714
7.5,6.3,8.5,8.6,2.0,8.0,0,5.8428571428571425
7.5,6.3,9.5,9.5,2.0,6.5,1,6.042857142857143
7.5,7.5,10.0,8.7,2.0,9.0,1,6.528571428571429
7.5,7.5,7.5,7.0,2.0,4.5,1,5.285714285714286
7.5,8.1,9.5,10.0,2.0,4.8,0,5.985714285714286
7.5,7.5,9.5,8.9,2.0,6.8,1,6.171428571428571
7.5,7.5,9.5,9.3,2.0,5.3,1,6.014285714285713
7.5,7.5,9.5,10.0,2.0,8.3,1,6.542857142857143
7.5,7.5,9.0,9.6,2.0,9.8,1,6.628571428571429
7.3,6.9,9.0,9.5,2.0,8.3,1,6.285714285714286
7.0,8.1,9.0,10.0,2.0,5.5,0,5.942857142857143
7.5,8.1,9.0,9.3,2.0,6.8,1,6.242857142857143
5.2,3.8,9.5,8.7,2.0,7.3,1,5.357142857142857
7.5,4.4,9.5,8.8,2.0,8.0,0,5.742857142857143
7.5,7.5,10.0,9.0,2.0,5.0,1,6.0
7.5,8.1,9.5,10.0,2.0,9.5,0,6.6571428571428575
7.5,7.5,8.5,9.8,2.0,7.5,1,6.257142857142857
7.5,7.5,8.5,9.3,2.0,8.5,0,6.185714285714285
5.2,7.5,8.0,7.6,2.0,5.0,1,5.185714285714285
7.5,4.4,10.0,10.0,2.0,8.0,1,6.128571428571428
7.5,7.5,9.0,9.8,2.0,7.3,1,6.299999999999999
7.5,7.5,9.5,8.8,2.0,8.0,1,6.328571428571428
7.7,6.9,9.0,8.2,2.0,5.0,1,5.685714285714285
8.4,6.9,9.0,9.8,2.0,10.0,0,6.585714285714286
8.4,5.0,9.5,9.8,2.0,8.3,0,6.142857142857143
8.2,7.5,8.5,9.3,2.0,10.0,0,6.5
7.0,7.5,9.0,5.6,2.0,0.0,1,4.585714285714286
8.4,3.8,9.5,7.5,2.0,5.0,0,5.171428571428572
8.3,7.5,9.5,7.5,3.0,8.0,1,6.3999999999999995
8.0,7.5,9.5,8.7,3.0,5.8,1,6.214285714285714
6.7,6.3,9.0,8.2,3.0,6.5,1,5.814285714285715
8.5,6.3,8.5,7.7,3.0,8.3,1,6.185714285714285
7.8,7.5,9.5,10.0,3.0,7.8,0,6.514285714285713
7.7,7.5,9.5,10.0,3.0,6.5,1,6.457142857142857
7.8,7.5,9.0,7.7,3.0,9.0,1,6.428571428571429
8.6,6.3,9.5,9.3,3.0,8.8,0,6.5
8.7,6.3,9.5,9.1,3.0,8.5,1,6.585714285714286
8.8,6.9,9.0,9.8,3.0,9.0,0,6.642857142857143
8.0,7.5,9.5,9.3,3.0,8.0,1,6.614285714285714
8.1,6.3,9.5,9.3,3.0,6.5,1,6.242857142857143
7.9,6.3,9.0,10.0,3.0,7.0,1,6.314285714285715
5.8,6.3,6.3,7.7,3.0,6.5,1,5.228571428571428
8.6,7.5,6.9,9.6,3.0,8.0,1,6.371428571428572
5.8,4.4,8.5,9.3,3.0,7.3,0,5.471428571428571
8.2,5.0,9.0,9.8,3.0,6.0,1,6.0
7.8,6.9,8.0,10.0,3.0,6.8,1,6.214285714285714
8.6,7.5,6.4,10.0,3.0,7.5,1,6.285714285714286
3.2,4.4,6.2,5.9,3.0,3.8,1,3.9285714285714293
7.9,5.6,10.0,9.1,3.0,8.3,0,6.271428571428572
7.0,4.4,9.0,6.1,3.0,6.8,1,5.328571428571428
7.9,7.5,9.0,10.0,3.0,9.3,0,6.671428571428572
8.8,7.5,8.0,10.0,3.0,10.0,1,6.8999999999999995
8.6,8.1,9.0,9.3,3.0,8.5,0,6.642857142857143
7.9,7.5,10.0,9.8,3.0,5.0,0,6.171428571428572
7.5,7.5,8.4,6.7,3.0,7.3,0,5.7714285714285705
5.1,5.6,9.0,7.3,3.0,6.0,1,5.285714285714286
8.4,5.6,8.0,7.1,3.0,7.5,1,5.8
8.2,7.5,9.0,9.5,2.0,7.8,0,6.285714285714286
8.0,7.5,10.0,9.1,2.0,4.3,0,5.8428571428571425
5.8,7.5,9.5,8.6,2.0,6.3,1,5.814285714285714
7.9,7.5,8.0,10.0,2.0,8.8,0,6.314285714285715
7.3,6.9,9.0,8.8,2.0,8.8,1,6.257142857142857
7.9,7.5,8.5,9.8,2.0,8.0,1,6.385714285714286
8.4,7.5,10.0,10.0,2.0,9.5,1,6.914285714285714
8.1,7.5,6.9,8.9,2.0,10.0,1,6.3428571428571425
8.1,7.5,8.5,9.8,2.0,6.5,0,6.057142857142858
8.4,9.4,10.0,9.5,2.0,8.0,0,6.757142857142857
7.5,7.5,9.0,9.3,2.0,7.0,1,6.185714285714285
6.7,6.3,9.5,7.8,2.0,2.5,1,5.114285714285714
7.9,7.5,9.5,9.0,2.0,7.0,1,6.271428571428571
7.9,6.3,10.0,9.3,2.0,7.8,1,6.328571428571428
8.2,7.5,10.0,9.5,2.0,7.3,0,6.357142857142857
8.3,7.5,9.0,9.3,2.0,8.8,1,6.557142857142858
8.2,7.5,8.5,9.1,2.0,7.5,0,6.114285714285714
8.2,7.5,8.0,8.0,2.0,5.5,0,5.6000000000000005
6.2,5.0,9.0,4.5,2.0,1.0,1,4.1
8.2,7.5,8.0,8.6,2.0,8.8,0,6.157142857142857
8.3,7.5,8.0,8.9,2.0,7.5,1,6.171428571428572
7.5,7.5,10.0,9.3,2.0,5.8,1,6.157142857142857
7.5,7.5,10.0,8.4,2.0,6.8,1,6.171428571428571
7.5,7.5,10.0,9.1,2.0,7.3,1,6.3428571428571425
8.2,7.5,9.0,8.1,2.0,6.3,1,6.014285714285713
7.9,6.3,9.5,4.7,2.0,7.8,1,5.6
7.8,6.3,9.0,9.5,2.0,2.8,1,5.485714285714286
8.8,7.5,10.0,9.3,2.0,9.8,0,6.771428571428572
